Smiles,Dataset,Model
CCCc1nc(-c2ccc(N3CCN(c4ccccc4OC)CC3)nc2)no1,aryl,reinvent
CCc1nc(-c2ccc(N3CCN(c4ccccc4C)CC3)nc2)no1,aryl,reinvent
CCOc1nc(-c2ccc(N3CCN(c4ccccc4C)CC3)nc2)no1,aryl,reinvent
Clc1cc(-c2noc(C3CC3)n2)cnc1N1CCN(Cc2ccccc2)CC1,aryl,reinvent
CCc1nc(-c2ccc(N3CCN(c4ccccc4OC)CC3)c(Cl)c2)no1,aryl,reinvent
CCc1nc(-c2ccc(N3CCN(c4ccccc4C(F)(F)F)CC3)c(Cl)c2)no1,aryl,reinvent
O=C(Nc1ccccc1)c1cnc(-c2ccccc2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccnc1)c1cnc(-c2ccccc2)c(Cl)c1,aryl,reinvent
O=C(Nc1ccccn1)c1cnc(-c2ccccc2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(-c2ccccc2)nc1,aryl,reinvent
Cc1cccc(NC(=O)c2ccc(-c3ccccc3)nc2)c1,aryl,reinvent
Cc1cc(C(=O)Nc2cccc(Cl)c2)cnc1-c1ccc(C(F)(F)F)cc1,aryl,reinvent
COc1ccc(NC(=O)c2cnc(-c3ccccc3)c(Cl)c2)cc1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccccc2)o1,aryl,reinvent
O=C(Nc1cccc(C(F)(F)F)c1)c1cnc(-c2ccncc2)c(Cl)c1,aryl,reinvent
COc1ccc(NC(=O)c2cnc(-c3ccccc3)c(Cl)c2)cc1OC,aryl,reinvent
O=C(NCc1ccccn1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1ccccc1)c1cnc(N2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1ccccc1)c1ccc(N2CCN(c3ccncc3)CC2)nc1,aryl,reinvent
CC(C)(CO)NC(=O)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1ccccc1)c1ccc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1ccccc1)c1cnc(N2CCN(c3nccs3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1ccccc1)c1ccc(N2CCN(c3ccncc3)CC2)cc1,aryl,reinvent
O=C(NCc1ccccc1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1cccc(Cl)c1)c1cnc(NC2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1cccnc1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCCC1CC1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCCc1ccccn1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCCc1cccs1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCCc1ccccc1)c1cnc(N2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,reinvent
Cc1ccccc1N1CCN(c2ncc(C(=O)NCCc3ccccc3)cc2Cl)CC1,aryl,reinvent
Cc1ccccc1N1CCN(c2ncc(C(=O)NCCc3ccc(Cl)cc3)cc2Cl)CC1,aryl,reinvent
Cc1ccccc1N1CCN(c2ncc(C(=O)NCc3ccc(Cl)cc3)cc2Cl)CC1,aryl,reinvent
O=C(NCCc1ccccc1Cl)c1cnc(N2CCN(C(=O)C3CC3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCCc1ccccc1Cl)c1cnc(N2CCN(C(=O)OCc3ccccc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCCO1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCCO1)c1cnc(N2CCN(c3ccccc3Cl)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCCO1)c1cnc(N2CCN(c3ccccc3C(F)(F)F)CC2)c(Cl)c1,aryl,reinvent
CCOC(=O)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
CC(C)(O)CCNC(=O)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
CC(C)NC(=O)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCCO1)c1cnc(N2CCN(c3cccc(Cl)c3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCCO1)c1cnc(N2CCN(c3cccc(C(F)(F)F)c3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCCO1)c1cnc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCCO1)c1cnc(N2CCN(c3cccc(C(F)(F)F)n3)CC2)c(Cl)c1,aryl,reinvent
O=C(NC1CCCC1)c1ccc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
CC(C)(C)NC(=O)c1ccc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NC1CC1)c1ccc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
CC(C)(C)NC(=O)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(NC1CCC1)c1ccc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CC1)c1ccc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
CC(C)(C)NC(=O)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
CC(C)(C)CNC(=O)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
C[C@H]1CN(c2ccncc2)CCN1c1ncc(C(=O)NCCC2CC2)cc1Cl,aryl,reinvent
C[C@H]1CN(c2ccncc2)CCN1c1ncc(C(=O)NCC2CC2)cc1Cl,aryl,reinvent
O=C(Nc1cnc(N2CC3CN(c4ccncc4)CC3C2)c(Cl)c1)C1CCOCC1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccnc1)c1cnc(N2CC3CN(c4ccncc4)CC3C2)c(Cl)c1,aryl,reinvent
O=C(Nc1cnccn1)c1cnc(N2CC3CN(c4ccncc4)CC3C2)c(Cl)c1,aryl,reinvent
O=C(Nc1cnc(N2CC3CN(c4ccncc4)CC3C2)c(Cl)c1)C1CCCC1,aryl,reinvent
O=C(Nc1cnc(N2CC3CN(c4ccncc4)CC3C2)c(Cl)c1)c1ncccc1Cl,aryl,reinvent
CC1CN(c2ncc(C(=O)Nc3cccc(Cl)c3)cc2Cl)CC(C)N1c1ccncc1,aryl,reinvent
O=C(Nc1cnc(N2CC3CN(c4ccncc4)CC3C2)c(Cl)c1)C1CCCCC1,aryl,reinvent
O=C(Nc1cnc(N2CC3CN(c4ccncc4)CC3C2)c(Cl)c1)c1ccccc1F,aryl,reinvent
O=C(Nc1cnc(N2CC3CN(c4ccncc4)CC3C2)c(Cl)c1)c1ncccc1F,aryl,reinvent
CC(C)(O)CNC(=O)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
C[C@@H]1CN(c2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)cc2Cl)C[C@H](C)O1,aryl,reinvent
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(N2CCCCC2)c(Cl)c1,aryl,reinvent
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(N2CCC(F)(F)CC2)c(Cl)c1,aryl,reinvent
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(N2CCN(C(=O)c3ccccc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(N2CCN(Cc3ccccc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(N2CCN(C(=O)CO)CC2)c(Cl)c1,aryl,reinvent
O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1cnc(N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NC1C2CC3CC(C2)CC1C3)c1cnc(N2CCN(C(=O)c3cccs3)CC2)c(Cl)c1,aryl,reinvent
CC(C)(C)CCNC(=O)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCCc1ccccc1)c1ccc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
COc1ccccc1N1CCN(c2ncc(C(=O)NCc3ccccc3)cc2Cl)CC1,aryl,reinvent
O=C(NCCc1ccccc1)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1ccc(Cl)c(Cl)c1)c1cnc(NC2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,reinvent
CC(C)N1CCN(c2ncc(C(=O)NCc3ccc(Cl)c(Cl)c3)cc2Cl)CC1,aryl,reinvent
O=C(NCc1ccc(Cl)cc1)c1cnc(N2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,reinvent
COc1ccccc1CNC(=O)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1ccccc1Cl)c1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1ccc(Cl)c(Cl)c1)c1cnc(NC2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCc1ccc(Cl)c(Cl)c1)c1cnc(N2CCN(C(=O)C3CC3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1ccccc1)c1cnc(NCCN2CCOCC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCNCC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NCCCc2ccccc2)c(Cl)c1,aryl,reinvent
COc1cc(NC(=O)c2cnc(NCCN3CCCCC3)c(Cl)c2)cc(OC)c1OC,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NCc2ccccc2)c(Cl)c1,aryl,reinvent
O=C(Nc1ccccc1)c1cnc(NCCN2CCCC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCCC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCCCC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NCCC2CCCN2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(C(F)(F)F)c1)c1cnc(NCCC2CCCN2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(Cl)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NCCC2CCCO2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NCCc2ccccc2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NCCCCCO)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NCCO)c(Cl)c1,aryl,reinvent
CN1CCN(CCCNc2ncc(C(=O)Nc3cccc(Cl)c3)cc2Cl)CC1,aryl,reinvent
CN1CCC(Nc2ncc(C(=O)Nc3cccc(Cl)c3)cc2Cl)CC1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCCCC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NCCC2CCNCC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NCCCN2CCOCC2)c(Cl)c1,aryl,reinvent
COc1cc(NC(=O)c2cnc(NCCN3CCCC3)c(Cl)c2)cc(OC)c1OC,aryl,reinvent
CN(C)CCNc1ncc(C(=O)Nc2cccc(Cl)c2)cc1Cl,aryl,reinvent
O=C(Nc1ccccc1Cl)c1cnc(NCCN2CCCC2)c(Cl)c1,aryl,reinvent
COc1cc(NC(=O)c2cnc(NCCN3CCCC3)c(Cl)c2)cc(OC)c1,aryl,reinvent
O=C(Nc1cccc(C(F)(F)F)c1)c1cnc(NCCC2CCCO2)c(Cl)c1,aryl,reinvent
CC(C)(C)C(=O)Nc1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1)C(c1ccccc1)c1ccccc1,aryl,reinvent
CC(C)C(=O)Nc1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1)C1CCCCC1,aryl,reinvent
O=C(Nc1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1)C1CCCC1,aryl,reinvent
CC(C)(C(=O)Nc1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1)c1ccccc1,aryl,reinvent
O=C(Nc1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1)C1CCOCC1,aryl,reinvent
CC(C)(C)C(=O)Nc1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,reinvent
CC(=O)Nc1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cnc(N2CCN(c3ccncc3)CC2)c(Cl)c1)c1ccc(C(F)(F)F)cc1,aryl,reinvent
O=C(Nc1cnccn1)c1cnc(N2CCN(c3ccnc(C(F)(F)F)c3)CC2)c(Cl)c1,aryl,reinvent
CC(C)(C)c1cc(NC(=O)c2cnc(N3CCN(c4ncccn4)CC3)c(Cl)c2)no1,aryl,reinvent
O=C(Nc1ccccc1)c1cnc(N2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cnccn1)c1cnc(N2CCN(c3ccnc4cc(Cl)ccc34)CC2)c(Cl)c1,aryl,reinvent
CC(C)(C)c1cc(N2CCN(c3ncc(C(=O)Nc4ccccc4)cc3Cl)CC2)ncn1,aryl,reinvent
Cc1cccnc1N1CCN(c2ncc(C(=O)Nc3cccc(C(F)(F)F)c3)cc2Cl)CC1,aryl,reinvent
CC(C)(C)c1cc(NC(=O)c2cnc(N3CCN(c4ccncc4)CC3)c(Cl)c2)no1,aryl,reinvent
O=C(Nc1cnc(N2CCN(c3ccnc(C(F)(F)F)c3)CC2)c(Cl)c1)C1CCCC1,aryl,reinvent
O=C(Nc1cnc(N2CCN(c3ccnc(C(F)(F)F)c3)CC2)c(Cl)c1)C1CCOCC1,aryl,reinvent
O=C(Nc1cnc(N2CCN(c3ccnc(C(F)(F)F)c3)CC2)c(Cl)c1)c1ccccc1C(F)(F)F,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(N2CCN(c3ncccn3)CC2)c(Cl)c1,aryl,reinvent
CN1CCN(c2ncc(C(=O)Nc3cccc(Cl)c3)cc2Cl)CC1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3ccncc3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(C(=O)C3CC3)CC2)c(Cl)c1,aryl,reinvent
CNc1cc(N2CCN(c3ncc(C(=O)Nc4cccc(Cl)c4)cc3Cl)CC2)ncn1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(S(=O)(=O)c3cccs3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(S(=O)(=O)c3ccccc3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(C(=O)Nc3ccccc3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(C(=O)NCc3ccccc3)CC2)c(Cl)c1,aryl,reinvent
Cn1ccc(N2CCN(c3ncc(C(=O)Nc4ccccn4)cc3Cl)CC2)cc1=O,aryl,reinvent
Cn1ccc(N2CCN(c3ncc(C(=O)Nc4ccccn4)cc3Cl)CC2)n1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(N2CCN(C(=O)OCc3ccccc3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(NC2CCN(c3ccncn3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cnc(N2CCN(c3ccncn3)CC2)c(Cl)c1,aryl,reinvent
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(NC[C@@H]1CCCO1)c1cnc(N2CCN(c3ccccc3Cl)CC2)c(Cl)c1,aryl,reinvent
COc1cc(C(=O)NCC2CCCO2)cnc1N1CCN(c2ccccc2C)CC1,aryl,reinvent
O=C(NCC1CCOCC1)c1cnc(N2CCN(c3ccccn3)CC2)c(Cl)c1,aryl,reinvent
COc1cc(C(=O)NCC2CCOCC2)cnc1N1CCN(c2ccccc2Cl)CC1,aryl,reinvent
O=C(NCC1CCOCC1)c1cnc(N2CCN(c3cc(Cl)ccn3)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCOCC1)c1cnc(N2CCN(c3ccccc3Cl)CC2)c(Cl)c1,aryl,reinvent
COc1cc(C(=O)NCC2CCOCC2)cnc1N1CCN(c2ccccc2C)CC1,aryl,reinvent
O=C(NCC1CC1)c1cnc(N2CCC(O)(c3ccccc3Cl)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCOCC1)c1cnc(N2CCN(c3ccc(Cl)cc3Cl)CC2)c(Cl)c1,aryl,reinvent
O=C(NCC1CCOCC1)c1cnc(N2CCN(c3cccc(Cl)c3)CC2)c(Cl)c1,aryl,reinvent
COc1ccc(N2CCN(c3ccc(S(=O)(=O)NC4CC4)cn3)CC2)cc1,aryl,reinvent
O=S(=O)(NC1CC1)c1ccc(N2CCN(c3cccc(Cl)c3)CC2)nc1,aryl,reinvent
O=S(=O)(NC1CC1)c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)nc1,aryl,reinvent
COc1ccc(N2CCN(c3ccc(S(=O)(=O)NC4CCC4)cn3)CC2)cc1,aryl,reinvent
CC(C)(C)c1ccc(N2CCN(c3ccc(S(=O)(=O)NC4CCCC4)cn3)CC2)cc1,aryl,reinvent
CC(C)(C)OC(=O)N1CCN(c2ccc(S(=O)(=O)NC3CC3)cn2)CC1,aryl,reinvent
O=S(=O)(NC1CC1)c1ccc(N2CCN(c3cc(Cl)cc(Cl)c3)CC2)nc1,aryl,reinvent
CC(C)(C)OC(=O)N1CCN(c2ccc(S(=O)(=O)NC3CCCC3)cn2)CC1,aryl,reinvent
CC(C)(C)NS(=O)(=O)c1ccc(N2CCN(c3ccccc3C(F)(F)F)CC2)nc1,aryl,reinvent
O=S(=O)(NC1CC1)c1ccc(N2CCN(c3cc(Cl)ccc3Cl)CC2)nc1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccccn2)nc1,aryl,reinvent
Cc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)ccc1-c1ccncc1,aryl,reinvent
Cc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)cnc1-c1ccncc1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccncn2)cc1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccncc2)s1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccccn2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(-c2ccncc2)nc1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCCC3)c2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccnc(N3CCOCC3)c2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(-c2ccncc2)cn1,aryl,reinvent
Cc1ccc(NC(=O)c2ccc(-c3cccnc3)nc2)cc1,aryl,reinvent
O=C(Nc1ccc(Cl)cc1)c1ccc(-c2cccnc2)nc1,aryl,reinvent
O=C(Nc1ccc(F)cc1)c1ccc(-c2cccnc2)nc1,aryl,reinvent
Cc1cc(C(=O)Nc2cccc(C(F)(F)F)c2)ccc1-c1cccnc1,aryl,reinvent
Cc1ccc(NC(=O)c2cnc(-c3cccnc3)c(Cl)c2)cc1,aryl,reinvent
O=C(Nc1ccc(Cl)cc1)c1ccc(-c2cccnc2)cc1,aryl,reinvent
O=C(Nc1ccc(Cl)cc1)c1ccc(-c2ccncc2)c(F)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccncc2)cc1,aryl,reinvent
O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc(-c2ccncc2)cc1,aryl,reinvent
O=C(Nc1ccc(Cl)cc1)c1ccc(-c2ccncc2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccncc2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccccn2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccc(Cl)cc2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1cnc(-c2ccccc2)c(Cl)c1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccccc2)nc1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccncc2)c(Cl)c1,aryl,reinvent
CC(C)(C)c1ccc(NC(=O)c2cnc(-c3ccccc3Cl)c(Cl)c2)cn1,aryl,reinvent
O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccccn2)c(F)c1,aryl,reinvent
