Smiles,Dataset,Model
CCc1ccc(-c2cc(-c3ccccc3)c3nc(C(CC)CC)[nH]c3n2)cc1,a2a,crem
Clc1cccc(-c2nc3c(-c4ccccc4)cc(-c4ccccc4)nc3[nH]2)c1,a2a,crem
CCOC(=O)CCc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,a2a,crem
CCC(CC)c1nc2c(-c3ccccc3)cc(C3CCC3)nc2[nH]1,a2a,crem
CCC(CC)c1nc2c(-c3ccccc3)cc(C3CCCCC3)nc2[nH]1,a2a,crem
Cc1ccnc(-c2nc3c(-c4ccccc4)cc(-c4ccccc4)nc3[nH]2)c1,a2a,crem
c1ccc(-c2cc(-c3ccccc3)c3nc(CC4CCCC4)[nH]c3n2)cc1,a2a,crem
Oc1cccc(-c2nc3c(-c4ccccc4)cc(-c4ccccc4)nc3[nH]2)c1,a2a,crem
O=C(O)CCc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,a2a,crem
CCC(CC)c1nc2c(-c3ccccc3)cc(N3CCC(C)CC3)nc2[nH]1,a2a,crem
N#Cc1sc(=S)n(-c2cccc(CS)c2)c1/N=C/c1ccc(Br)cc1,a2a,crem
N#Cc1sc(=S)n(-c2ccc(CI)cc2)c1/N=C/c1ccc(Br)cc1,a2a,crem
N#Cc1sc(=S)n(-c2ccccc2F)c1/N=C/c1ccc(Br)cc1,a2a,crem
N#Cc1sc(=S)n(-c2ccccc2Br)c1/N=C/c1ccc(Br)cc1,a2a,crem
N#Cc1sc(=S)n(-c2cccc(O)c2)c1/N=C/c1ccc(Br)cc1,a2a,crem
CSc1cccc(-n2c(/N=C/c3ccc(Br)cc3)c(C#N)sc2=S)c1,a2a,crem
CSc1ccc(-n2c(/N=C/c3ccc(Br)cc3)c(C#N)sc2=S)cc1,a2a,crem
N#Cc1sc(=S)n(-c2cccc(F)c2)c1/N=C/c1ccc(Br)cc1,a2a,crem
N#Cc1sc(=S)n(-c2ccccc2Cl)c1/N=C/c1ccc(Br)cc1,a2a,crem
N#Cc1sc(=S)n(-c2cccc(CO)c2)c1/N=C/c1ccc(Br)cc1,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5ccccc5)cc4)cc3)cc2n(CCCCO)c1=O,a2a,crem
CCCn1c(=O)n(CCCI)c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5ccccc5)cc4)cc3)cc21,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5ccc(I)cc5)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5ccccc5)c(C#N)c4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5cccc(F)c5)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5ccccc5)cc4OC)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5ccccc5)cc4)cc3F)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5cccc(NN)c5)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5ccccc5)c(OC)c4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OS(=O)(=O)C=Cc4ccc(OCc5ccc(C#N)cc5)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
Cc1cc(-c2c(CCc3ccccc3)c3cc(OCCc4ccc(OC(C)(C)C(=O)O)cc4)ccc3[nH]c2=O)on1,a2a,crem
Cc1cc(-c2c(CCc3ccccc3)c3cc(OCC(=O)c4ccc5c(c4)OCO5)ccc3[nH]c2=O)on1,a2a,crem
CNC(=O)CCc1c(-c2cc(C)no2)c(=O)[nH]c2ccc(OCC(=O)NC(C)(C)c3ccccc3)cc12,a2a,crem
Cc1cc(-c2c(CCC(=O)NCCN(C)C)c3cc(OCC(=O)NC(C)(C)c4ccccc4)ccc3[nH]c2=O)on1,a2a,crem
Cc1cc(-c2c(CCc3cccc(O)c3)c3cc(OCC(=O)NC(C)(C)c4ccccc4)ccc3[nH]c2=O)on1,a2a,crem
Cc1cc(-c2c(CCc3ccccc3)c3cc(OCC(=O)N(C)c4cccnc4)ccc3[nH]c2=O)on1,a2a,crem
COc1ccc(OC)c(C(=O)COc2ccc3[nH]c(=O)c(-c4cc(C)no4)c(CCc4ccccc4)c3c2)c1,a2a,crem
Cc1cc(-c2c(CCc3ccccc3)c3cc(OCC(=O)N4CCN(c5ccccn5)CC4)ccc3[nH]c2=O)on1,a2a,crem
CCCCSc1nnc(NC(=O)COc2ccc3[nH]c(=O)c(-c4cc(C)no4)c(CCc4ccccc4)c3c2)s1,a2a,crem
Cc1cc(-c2c(CCc3ccccc3)c3cc(OCC(=O)Nc4ccc(N(C)CCO)nc4)ccc3[nH]c2=O)on1,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(COC(=O)Cl)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(COC(=O)NO)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(-c5csc(NC)n5)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(NC(=S)NC5CC5)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)NNC(=O)Nc4ccc(F)c(Cl)c4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(C(=O)Oc4ccc(OC(F)(F)F)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(CNC(=S)S)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(NC(=O)COCC)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(NCCCNc4ccc(OC(F)(F)F)cc4)cc3)cc2n(CCC)c1=O,a2a,crem
CCCn1c(=O)c2[nH]c(-c3ccc(-c4cnc(CSc5ccc(OC(F)(F)F)cc5)o4)cc3)cc2n(CCC)c1=O,a2a,crem
O=C(CCc1ccccc1)NCCc1csc(-c2ccc(F)c(F)c2)n1,a2a,crem
Nc1ccccc1CCC(=O)NCCc1csc(-c2ccc(F)cc2)n1,a2a,crem
COc1ccc(CCC(=O)NCCc2csc(-c3ccc(F)cc3)n2)cc1,a2a,crem
O=C(CCc1ccccc1O)NCCc1csc(-c2ccc(F)cc2)n1,a2a,crem
Nc1ccc(CCC(=O)NCCc2csc(-c3ccc(F)cc3)n2)cc1,a2a,crem
O=Cc1cc(F)ccc1-c1nc(CCNC(=O)CCc2ccccc2)cs1,a2a,crem
O=C(CCc1ccc(O)cc1)NCCc1csc(-c2ccc(F)cc2)n1,a2a,crem
Cc1ccc(CCC(=O)NCCc2csc(-c3ccc(F)cc3)n2)cc1,a2a,crem
NOc1ccc(CCC(=O)NCCc2csc(-c3ccc(F)cc3)n2)cc1,a2a,crem
C=Cc1ccc(CCC(=O)NCCc2csc(-c3ccc(F)cc3)n2)cc1,a2a,crem
CNc1cccc(-n2cc3c(n2)c(Nc2ccc(N)cc2)nc2ccc(Cl)cc23)c1,a2a,crem
Nc1ccc(Nc2nc3ccc(Cl)cc3c3cn(-c4cccc(CBr)c4)nc23)cc1,a2a,crem
Nc1ccc(Nc2nc3ccc(Cl)cc3c3cn(-c4ccc(NO)cc4)nc23)cc1,a2a,crem
CNc1cccc(-n2cc3c(n2)c(Nc2ccc(N)cc2)nc2ccc(Cl)cc23)c1,a2a,crem
Nc1ccc(Nc2nc3ccc(Cl)cc3c3cn(-c4ccccc4)nc23)cc1Br,a2a,crem
Nc1ccc(Nc2nc3ccc(Cl)cc3c3cn(-c4cccc(C=O)c4)nc23)cc1,a2a,crem
Nc1ccc(Nc2nc3ccc(Cl)cc3c3cn(-c4cccc(Br)c4)nc23)cc1,a2a,crem
Nc1ccc(Nc2nc3ccc(Cl)cc3c3cn(-c4ccc(Br)cc4)nc23)cc1,a2a,crem
Nc1ccc(Nc2nc3ccc(Cl)cc3c3cn(-c4cccc(NO)c4)nc23)cc1,a2a,crem
C=Cc1ccc(-n2cc3c(n2)c(Nc2ccc(N)cc2)nc2ccc(Cl)cc23)cc1,a2a,crem
CCC(CC)C(=O)Nc1cc(-c2ccc(I)cc2)nc(-c2ccccc2)n1,a2a,crem
CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2Br)n1,a2a,crem
CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2Cl)n1,a2a,crem
CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2NC)n1,a2a,crem
CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccc(S)cc2)n1,a2a,crem
CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2cccc(O)c2)n1,a2a,crem
C#Cc1ccc(-c2nc(NC(=O)C(CC)CC)cc(-c3ccccc3)n2)cc1,a2a,crem
CCC(CC)C(=O)Nc1cc(-c2cccc(Br)c2)nc(-c2ccccc2)n1,a2a,crem
CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccc(NC)cc2)n1,a2a,crem
CCc1cccc(-c2nc(NC(=O)C(CC)CC)cc(-c3ccccc3)n2)c1,a2a,crem
CCc1ccccc1-c1nc(-c2ccccc2)nc(NC(=O)CCC(C)=O)c1C#N,a2a,crem
CCCC(=O)CCC(=O)Nc1nc(-c2ccccc2)nc(-c2ccccc2)c1C#N,a2a,crem
CC(=O)CCC(=O)Nc1nc(-c2cccc(CO)c2)nc(-c2ccccc2)c1C#N,a2a,crem
CC(=O)CCC(=O)Nc1nc(-c2ccccc2)nc(-c2ccc(CBr)cc2)c1C#N,a2a,crem
CC(=O)CCC(=O)Nc1nc(-c2cccc(O)c2)nc(-c2ccccc2)c1C#N,a2a,crem
CC(=O)CCC(=O)Nc1nc(-c2ccc(C#N)cc2)nc(-c2ccccc2)c1C#N,a2a,crem
CC(=O)CCC(=O)Nc1nc(-c2ccc(N=O)cc2)nc(-c2ccccc2)c1C#N,a2a,crem
CC(=O)CCC(=O)Nc1nc(-c2cccc(Br)c2)nc(-c2ccccc2)c1C#N,a2a,crem
CC(=O)CCC(=O)Nc1nc(-c2ccc(N=O)cc2)nc(-c2ccccc2)c1C#N,a2a,crem
CC(=O)CCC(=O)Nc1nc(-c2ccccc2)nc(-c2ccc(CCl)cc2)c1C#N,a2a,crem
N#Cc1c(-c2cccc(OC(F)(F)F)c2)cc(-c2cccc(C=O)c2)nc1N,a2a,crem
N#Cc1c(-c2cccc(OC(F)(F)F)c2)cc(-c2ccccc2CO)nc1N,a2a,crem
N#Cc1c(-c2cccc(OC(F)(F)F)c2O)cc(-c2ccccc2)nc1N,a2a,crem
N#Cc1c(-c2ccc(CO)c(OC(F)(F)F)c2)cc(-c2ccccc2)nc1N,a2a,crem
C=Cc1ccc(-c2cc(-c3cccc(OC(F)(F)F)c3)c(C#N)c(N)n2)cc1,a2a,crem
CNc1ccccc1-c1cc(-c2cccc(OC(F)(F)F)c2)c(C#N)c(N)n1,a2a,crem
N#Cc1c(-c2ccc(F)c(OC(F)(F)F)c2)cc(-c2ccccc2)nc1N,a2a,crem
N#Cc1c(-c2cccc(OC(F)(F)F)c2)cc(-c2cccc(O)c2)nc1N,a2a,crem
C=Cc1cccc(-c2cc(-c3cccc(OC(F)(F)F)c3)c(C#N)c(N)n2)c1,a2a,crem
N#Cc1c(-c2cccc(OC(F)(F)F)c2)cc(-c2ccc(NN)cc2)nc1N,a2a,crem
N#Cc1c(NC(=O)C2CC2)nc(-c2ccccc2)nc1-c1cccc(N)c1,a2a,crem
Cc1ccccc1-c1nc(-c2ccccc2)nc(NC(=O)C2CC2)c1C#N,a2a,crem
N#Cc1c(NC(=O)C2CC2)nc(-c2ccc(F)cc2)nc1-c1ccccc1,a2a,crem
CNc1cccc(-c2nc(-c3ccccc3)nc(NC(=O)C3CC3)c2C#N)c1,a2a,crem
CSc1ccc(-c2nc(NC(=O)C3CC3)c(C#N)c(-c3ccccc3)n2)cc1,a2a,crem
CSc1ccccc1-c1nc(NC(=O)C2CC2)c(C#N)c(-c2ccccc2)n1,a2a,crem
N#Cc1c(NC(=O)C2CC2)nc(-c2cccc(NN)c2)nc1-c1ccccc1,a2a,crem
N#Cc1c(NC(=O)C2CC2)nc(-c2ccc(Br)cc2)nc1-c1ccccc1,a2a,crem
CSc1cccc(-c2nc(NC(=O)C3CC3)c(C#N)c(-c3ccccc3)n2)c1,a2a,crem
N#Cc1c(NC(=O)C2CC2)nc(-c2cccc(CN)c2)nc1-c1ccccc1,a2a,crem
Nc1nc(-c2cccc(CCNC3CC3)c2)nc2sc(Cc3ccccc3)cc12,a2a,crem
O=C(Nc1nnc(CCc2ccccc2)s1)c1cccc(C(F)(F)F)c1,a2a,crem
O=C(Cc1ccccc1)N(Cc1ccccc1)c1cccc(C(F)(F)F)c1,a2a,crem
N#CCc1cccc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)c1,a2a,crem
NCCCNc1cccc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)c1,a2a,crem
NCCNCCc1cccc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)c1,a2a,crem
O=C(CCCCCc1ccccc1)NCc1cccc(C(F)(F)F)c1,a2a,crem
Cc1cc(Nc2cccc(C(F)(F)F)c2)nc(NCc2ccccc2)n1,a2a,crem
CC(C)(C)c1cccc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)c1,a2a,crem
Nc1nc(-c2cccc(SCC(=O)O)c2)nc2sc(Cc3ccccc3)cc12,a2a,crem
Nc1c(Sc2ccccc2)cc(Sc2ccc(Br)cc2)c2c1C(=O)c1ccccc1C2=O,a2a,crem
COc1cccc(Sc2cc(Sc3ccccc3)c(N)c3c2C(=O)c2ccccc2C3=O)c1,a2a,crem
COCCSc1cc(Sc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,a2a,crem
Nc1c(Sc2ccccc2)cc(-c2ccc(F)cc2)c2c1C(=O)c1ccccc1C2=O,a2a,crem
Nc1c(Sc2ccccc2)cc(Sc2ccccc2CO)c2c1C(=O)c1ccccc1C2=O,a2a,crem
Nc1ccccc1Sc1cc(Sc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,a2a,crem
CCCCCCCCSc1cc(Sc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,a2a,crem
