Smiles,Dataset,Model
CC(C)CCCNc1c2ccccc2nc2nc(-c3ccccc3)nn12,a2a,molmim
O=C(CCn1cccc1)Nc1nc2cc(-c3ccccc3)ccc2nc1NCCCc1ccccc1,a2a,molmim
Cc1ccn(CCNc2cc(-c3ccccc3)nc3ccccc23)n1,a2a,molmim
CN1CCN(c2nc(-c3ccccc3)nc3ccccc23)CCc2ccccc21,a2a,molmim
Cc1c(/C=N/N=C/c2ccc(Br)cc2)sc(=S)n1CCc1ccccc1,a2a,molmim
N#Cc1c(N/C=C/c2ccc(Br)cc2)sc(=S)n1CCc1ccccc1,a2a,molmim
N#Cc1ccc(/N=C/c2c(Br)sc(=S)n(CCc3ccccc3)c2=O)cc1,a2a,molmim
Cc1sc(=S)n(/N=C\c2cccc(Br)c2)c1C#N,a2a,molmim
N#CC(C#N)=C1SC2=C(CCSC2)N1/N=C/c1ccc(Br)cc1,a2a,molmim
Cc1cs/c(=N\C(=O)Cc2ccc(Br)cc2)n1Cc1ccccc1,a2a,molmim
Cn1c(=O)c(C=NNC(=O)c2ccc(Br)cc2)c(N)n(Cc2ccccc2)c1=O,a2a,molmim
N#Cc1c(N)n(Cc2ccccc2)n(CN2CC[C@@]3(CCOC3)C2)c1=S,a2a,molmim
,a2a,molmim
,a2a,molmim
N#CC(c1ccccc1)(c1ccccc1)c1ccc(Cl)cc1,a2a,molmim
Clc1ccccc1CN(c1ccccc1)c1ncccn1,a2a,molmim
Clc1ccccc1C1(c2ccccc2)CC(c2ccccc2)(c2ncccn2)C1,a2a,molmim
CC(C(=O)Cl)(c1ccccc1)c1cccnn1,a2a,molmim
Clc1ccccc1C(c1ccccc1)c1nc(-c2ccccc2)no1,a2a,molmim
Clc1cncnc1OC(c1ccccc1)c1ccccc1,a2a,molmim
Clc1ncc(Cl)c(OC(c2ccccc2)c2ccccc2)n1,a2a,molmim
Oc1cc(Cl)nc(C(c2ccccc2)c2ccccc2)n1,a2a,molmim
Clc1ccccc1C(c1ccccc1)c1noc(C2(c3ccccc3)COC2)n1,a2a,molmim
N#CC(c1ccc(Cl)cc1)c1ccccn1,a2a,molmim
CCCC(=O)Nc1nc(-c2ccccc2)nc(-c2ccccc2)c1C#N,a2a,molmim
CCCC(=O)Nc1nc(-c2ccccc2)nc(C)c1C#N,a2a,molmim
CCCC(=O)Nc1c(C#N)c(-c2ccccc2)nc(=O)n1-c1ccccc1,a2a,molmim
CCCC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,a2a,molmim
CCCNC(=O)CNc1ncnc(-c2ccccc2)c1C#N,a2a,molmim
CCCC(=O)NNc1ncc(-c2ccccc2)cc1-c1ccccc1,a2a,molmim
CCC[C@H](C)C(=O)NNc1cc(-c2ccccc2)nc(-c2ccccc2)n1,a2a,molmim
CCc1cc(Nc2cccc(-c3ccccc3)c2C#N)ncn1,a2a,molmim
CCC(CC)NC(=O)c1nn(-c2ccccc2)c(C#N)c1C,a2a,molmim
,a2a,molmim
N#Cc1c(/C=N/c2ccccc2)n(-c2ccccc2)c(=S)n(-c2ccc(Cl)cc2)c1=O,a2a,molmim
N#Cc1c(S)s/c(=N\Cc2ccc(Cl)cc2)n(-c2ccccc2)c1=O,a2a,molmim
N#CN=C1C(=Cc2ccc(Cl)cc2)SC(=S)N1c1ccc(Cl)cc1,a2a,molmim
C/C(=C\c1ccc(Cl)cc1)N=c1sccn1-c1ccccc1,a2a,molmim
Cc1sc(Cl)nc1C(=O)N/N=C/c1ccc(C#N)cc1,a2a,molmim
CCn1c(N/C=C/c2ccc(O)cc2)c(-c2ccccc2)sc1=S,a2a,molmim
N#Cc1ccc(/C=C/Nc2c(-c3ccccc3)ccnc2Cl)cc1,a2a,molmim
Cn1c(=O)c(C#N)c(NC(=O)/C=C/c2cccc(Cl)c2)c2ccccc21,a2a,molmim
Cc1ccc(S/C=C/C(=O)Nc2ccccc2-c2nn(C)c(=S)s2)cc1,a2a,molmim
,a2a,molmim
COCCCn1c(=O)c(-c2ccc[nH]2)nc2cc(OCC(=O)Nc3ccc(C(=O)NC(C)(C)C)cc3)ccc21,a2a,molmim
CCCCn1c(C)c(C)n(-c2ccc(NC(=O)Nc3ccc(C(C)(C)C)cc3)cc2)c1=O,a2a,molmim
CCCCn1c(=O)[nH]c2cc(OCC(=O)NCc3ccc(C(C)C)cc3)ccc2c1=O,a2a,molmim
CCCCn1c(=O)c2c(=O)[nH]c(COC(=O)c3ccc(OC(C)(C)C)cc3)nc2n(CCCC)c1=O,a2a,molmim
CCC(C)(C)c1c[nH]c2ncn(-c3ccc(CN(C)[C@H](C)C(=O)Nc4ccc(C(C)C)cc4)cc3)c(=O)c12,a2a,molmim
CCCCn1c(=O)c2ccccc2n(-c2ccc(C(=O)O[C@@H](C)C(=O)N(CC)CC)cc2)c1=O,a2a,molmim
CN(C[C@@H](O)CNC(=O)C(C)(C)C)C(=O)c1ccc2c(c1)[nH]c(=O)n2C,a2a,molmim
CC(C)CCn1c(=O)n(CC(C)C)c2cc(-c3ccc(S(=O)(=O)N[C@H]4CCCC[C@H]4O)cc3)ccc21,a2a,molmim
,a2a,molmim
,a2a,molmim
CCC(CC)(CC)NC(=O)Nc1nnc(-c2ccccc2)cc1-c1ccccc1,a2a,molmim
CCCCC(=O)Nc1cc(-c2ccccc2)c2ccccc2n1,a2a,molmim
CCN(CC)C(=O)c1nc2ccc(NC(=O)c3cc(-c4ccccc4)nc4ccccc34)cc2[nH]1,a2a,molmim
CCCC(c1ccccc1)c1n[nH]c(-c2ccccc2)n1,a2a,molmim
CCCCNC(=O)c1nc(-c2ccccc2)nc2[nH]c(-c3ccccc3)cc12,a2a,molmim
CC(C)c1ccncc1-c1cc(-c2ccccc2)[nH]n1,a2a,molmim
Fc1ccc(-c2c[nH]c3nc(CCc4ccccc4)nc(-c4ccccc4)c23)cc1,a2a,molmim
CCN(CC(F)F)c1nc(-c2ccccc2)c2ccccc2n1,a2a,molmim
Fc1ccccc1-c1ncc2c(-c3ccccc3)c(-c3ccccc3)[nH]c2n1,a2a,molmim
CCCCN1Cc2[nH]nc(-c3ccccc3)c2C1,a2a,molmim
N#Cc1sc(=S)n(-c2ccccc2)c1N/C=C/c1ccc(Br)cc1,a2a,molmim
N#Cc1sc(=S)n(/N=C/c2ccc(Br)cc2)c1-c1ccccc1,a2a,molmim
N#Cc1sn(-c2ccccc2)c(=O)c1/N=C/c1ccc(Br)cc1,a2a,molmim
Cn1c(/N=C/c2ccc(Br)cc2)c(-c2ccccc2)sc1=S,a2a,molmim
N#Cc1c(N/C=C\c2ccc(Br)cc2)nc(S)n(-c2ccccc2)c1=O,a2a,molmim
N#Cc1ccc(-c2nn(-c3ccccc3)c(=NC(=O)/C=C/c3ccc(Br)cc3)s2)o1,a2a,molmim
CSc1ccc(C=c2sc(=C(C#N)C#N)n(-c3ccc(Br)cc3)c2=O)cc1,a2a,molmim
N#Cc1c(-c2cccs2)nc(S)n(N/C=C/c2ccc(Br)cc2)c1=S,a2a,molmim
N#Cc1ccc(NC(=S)Nc2c(-c3ccccc3)sc(=O)n2-c2ccccc2)cc1,a2a,molmim
O=[N+]([O-])c1ccc(/C=C/N=c2[nH]c(-c3ccccc3)nc3ccccc23)cc1,a2a,molmim
CCCn1c(=O)n(-c2ccccc2)c2cc(C(=O)Nc3ccc(OCC(=O)Nc4ccccc4)cc3)ccc21,a2a,molmim
CCCCn1c(=O)ccc2nc(-c3ccc(NCC(=O)Nc4ccc(OCc5ccccc5)cc4)cc3)[nH]c21,a2a,molmim
CCCCn1c(=O)[nH]c2nc(CNc3ccc(OCc4ccccc4)cc3)n(CC)c2c1=O,a2a,molmim
CCCn1c(=O)c(-c2ccccc2)nc2ccc(CNc3ccc(C(=O)OCc4ccccc4)cc3)cc21,a2a,molmim
CCn1c(=O)[nH]c2[nH]c(-c3ccc(C(=O)Oc4ccc(NC(=O)OCc5ccccc5)cc4)cc3)nc2c1=O,a2a,molmim
CCn1c(=O)c2cc(C(=O)Nc3ccc(C(=O)NCc4ccccc4)cc3)[nH]c2n(C)c1=O,a2a,molmim
COc1ccc(C(=O)Nc2ccc(OC(=O)CSc3nc4oc(C)c(-c5ccccc5)c4c(=O)n3C)cc2)cc1,a2a,molmim
CCCCOC(=O)c1ccc(-c2nnc(N3CCO[C@@H](C)C3)n2CCOc2ccc(C(C)=O)cc2)cc1,a2a,molmim
,a2a,molmim
,a2a,molmim
Cc1ccc(OCC(=O)NC2CCN(C(=O)C(C)(C)c3ccccc3)CC2)c(-c2cc[nH]n2)c1,a2a,molmim
COc1ccc(-c2nc3[nH]c(C(=O)NC[C@@H](C)N(C)C)c(CCc4ccccc4)c3c(=O)n2Cc2ccccc2)cc1,a2a,molmim
CC(C)N(C)CC(=O)OCc1cc(-c2ccccc2)nc2[nH]c(=O)c(CC(=O)NCc3ccccc3)cc12,a2a,molmim
CC(C)N(CC(=O)OCc1cccc2c(=O)c3cc(OCc4ccccc4)ccc3oc12)Cc1ccccc1,a2a,molmim
CC(=O)NC(C)(C)C(=O)NCCc1ccc(-c2c[nH]c3ccccc3c2=NCc2ccccc2)cc1,a2a,molmim
COc1ccc(-c2cc(Cc3ccccc3)cc3[nH]c(COC(=O)CN(C(C)=O)C(C)C)nc(=O)c23)cc1,a2a,molmim
Cc1ccc2c(CC(=O)N3CCCC4(CCN(C(=O)C(C)(C)c5ccccc5)CC4)C3)c[nH]c2c1,a2a,molmim
O=C(Nc1ccccc1C(=O)OCc1nc(-c2ccco2)c(-c2ccc(F)cc2)[nH]c1=O)c1ccccc1,a2a,molmim
O=C(c1c(CCc2ccccn2)oc2ccccc12)N1CCC2(CC1)CN(c1ccccc1)C(=O)CO2,a2a,molmim
,a2a,molmim
CCCc1c(C(=O)OCC)cc(-c2ccc(NC(=O)COc3ccc([N+](=O)[O-])cc3)cc2)[nH]c1=O,a2a,molmim
CCCCn1c(=O)c(=O)[nH]c2cc(-c3nc(CC(=O)Nc4ccc(OCC(F)(F)F)cc4)no3)ccc21,a2a,molmim
CCCCn1c(=O)[nH]c2cc(C(=O)OCC(=O)Nc3ccc(C(=O)OCC)cc3)ccc2c1=O,a2a,molmim
CCn1c(=O)[nH]c2cc(-c3nnc(COc4ccc(OCC(F)(F)F)cc4)o3)ccc21,a2a,molmim
CC(C)C(=O)c1ccc(-c2n[nH]c(COC(=O)c3ccc(NC(=O)C(F)(F)F)cc3)n2)cc1,a2a,molmim
Cc1c(C)n(C)c2nc(-c3ccc(CC(=O)N[C@@H](C)COc4ccc(C(F)(F)F)cc4)cc3)[nH]c(=O)c12,a2a,molmim
Cc1nc2ccccc2c(=O)n1-c1ccc(CC(=O)Nc2ccc(OC(F)F)c(OC(C)C)c2)cc1,a2a,molmim
CCc1nc(-c2ccc(CC(=O)O[C@H](C)C(=O)Nc3ccccc3)cc2)[nH]c(=O)c1C(C)C,a2a,molmim
O=C(NCC1(O)CCCCCC1)c1ccc(-c2ccc(C(=O)Nc3ccc(F)cc3F)cc2)cc1,a2a,molmim
,a2a,molmim
O=c1c2ccccc2nc(C/N=C/c2ccc(F)cc2)n1CCc1ccccc1,a2a,molmim
C[C@H](Nc1ccc(F)cc1)C(C#N)=c1sc(=Cc2ccccc2)c(=O)n1CCc1ccccc1,a2a,molmim
N#CC(C#N)=c1sc(=Cc2ccccc2F)c(=O)n1CCc1ccccc1,a2a,molmim
N#Cc1ccc(/C=C/C=NN2C(=O)C(=Cc3ccccc3F)SC2=S)cc1,a2a,molmim
N#Cc1c(N)sc(=N[C@@H]2CCCC[C@H]2F)n1Cc1ccccc1,a2a,molmim
CSc1nsc(N/N=C/c2ccc(F)cc2)c1-c1ccccc1,a2a,molmim
N#Cc1c(N)cc(N2CCC[C@@H](F)C2)n(Cc2ccccc2)c1=S,a2a,molmim
Cc1ccsc1CC(=O)N/C(=C/C#N)c1ccccc1,a2a,molmim
O=c1scc(-c2ccccc2)n1[C@@H]1CC[C@H](c2ccc(F)cc2)N1,a2a,molmim
,a2a,molmim
Clc1ccc2nc3cc(-c4ccccc4)nn3c(NC3CCCCC3)c2c1,a2a,molmim
c1ccc(-n2nc(NC3CCCCC3)c3ccccc32)cc1,a2a,molmim
Clc1nc(NC2CCCCC2)c2cc3ccccc3nc2n1,a2a,molmim
O=C(NC1CCCCC1)c1nn(-c2ccc3ccccc3n2)c2ccc(Cl)cc12,a2a,molmim
CS(=O)(=O)c1ccc2c(NC3CCCCC3)nc(-c3ccccc3)nc2c1,a2a,molmim
Clc1ccc(-c2nn(C3CCCC3)c3cc(Br)ccc23)cc1,a2a,molmim
FC(F)(F)c1cc(Cl)cc(Nc2ccc3nc(-c4ccccc4)cn3c2)c1,a2a,molmim
ClCCCCNc1cn2c(-c3ccccc3)nc3ccccc3c2n1,a2a,molmim
c1ccc(Cn2c3ccccc3c3cc(NCc4ncc5n4CCCC5)cnc32)cc1,a2a,molmim
c1ccc(-c2cnc3ccc(NCCC4CCOCC4)nn23)cc1,a2a,molmim
CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,a2a,molmim
CCC(CC)C(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,a2a,molmim
CCC(CC)C(=O)Nc1cc(Nc2ccccc2)nc(-c2ccccc2)n1,a2a,molmim
CCC(CC)C(=O)Nc1cc(OC)nc(-c2ccccc2)n1,a2a,molmim
CCC(CC)C(=O)c1cc(-c2ccccc2)nc(-c2ccccc2)n1,a2a,molmim
CCC(CC)CC(=O)Nc1cccc(-c2ccccc2)n1,a2a,molmim
CCCC(=O)Nc1cc(-c2ccccc2)n(-c2ccccc2)n1,a2a,molmim
CCC(CC)C(=O)N[C@@H]1CCCN(c2cccnn2)C1,a2a,molmim
C=CCC(=O)C(=O)Nc1cc(-c2ccccc2)cc(-c2ccccc2)c1,a2a,molmim
CCN(CC)c1nnc(-c2cccc(-c3ccccc3)c2)n1CC,a2a,molmim
N#Cc1c(NC(=O)COC2CCCC2)nc(-c2ccccc2)nc1-c1ccccc1,a2a,molmim
N#Cc1c(-c2ccccc2)nn(-c2ccccc2)c1NC(=O)C1CCCC1,a2a,molmim
O=C(Nc1nc(-c2ccccc2)c(-c2ccccc2)o1)C1CCCC1,a2a,molmim
N#Cc1cnc(-c2ccccc2)nc1NC1CCC(NC(=O)C2CCC2)CC1,a2a,molmim
N#Cc1cc(-c2ccccc2)cnc1-c1n[nH]c(NC(=O)C2CCCC2)n1,a2a,molmim
O=C(Nc1cn(-c2ccccc2)nc1-c1ccccc1)C1CCCC1,a2a,molmim
N#Cc1cnc(-c2ccccc2)nc1N1CC(CNC(=O)C2CCCC2)C1,a2a,molmim
N#Cc1c(O)nc(-c2ccc(Cl)cc2)nc1NCC(=O)N1CCCCC1,a2a,molmim
N#CCCC(=O)Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,a2a,molmim
N#CC1(C(=O)Nc2nnc(-c3ccccc3)cc2-c2ccccc2)CCCCC1,a2a,molmim
N#Cc1cc(-c2ccccc2)nc(-c2cccc(OC(F)(F)F)c2)c1N,a2a,molmim
CNc1cc(-c2cccc(OC(F)(F)F)c2)cc(-c2ccccc2)n1,a2a,molmim
N#Cc1cc(-c2ccccc2)cnc1-c1cccc(OC(F)(F)F)c1,a2a,molmim
N#Cc1c(-c2ccccc2)nc(-c2cccc(OCC(F)(F)F)c2)c(N)c1C#N,a2a,molmim
N#Cc1ccc(-c2snc(-c3cccc(OC(F)(F)F)c3)c2N)cc1,a2a,molmim
N#Cc1c(S)nc(N)c(-c2ccccc2)c1-c1cccc(OC(F)F)c1,a2a,molmim
NNc1cc(C(=O)Nc2cccc(OC(F)(F)F)c2)cc(-c2ccccc2)n1,a2a,molmim
N#Cc1cc(-c2ccc(OC(F)(F)F)cc2)ccc1N,a2a,molmim
COc1cc(-c2cc(C#N)c(N)c(-c3ccccc3)c2)ccn1,a2a,molmim
COCOc1ccc(C(F)(F)F)cc1-c1ccc(-c2ccccn2)nc1N,a2a,molmim
N#Cc1c(NC(=O)C#CC2CC2)nc(-c2ccccc2)nc1-c1ccccc1,a2a,molmim
N#Cc1cccc2c(NC(=O)C3CC3)nc(-c3ccccc3)nc12,a2a,molmim
N#Cc1c(-c2ccccc2)nn(-c2ccccc2)c1NC(=O)C1CC1,a2a,molmim
N#Cc1c(-c2ccccc2)nn(-c2ccc(-c3ccccc3)cc2)c1NC(=O)C1CCC1,a2a,molmim
N#Cc1ccc(-c2nn(-c3ccccc3)cc2NC(=O)C2CC2)cc1,a2a,molmim
N#Cc1cnc(-c2ccccc2)nc1N1CC(NC(=O)C2CC2)C1,a2a,molmim
N#Cc1ccc(-c2[nH]nc(-c3ccc(NC(=O)C4CC4)nc3)c2C#N)cc1,a2a,molmim
N#CCC(=O)Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,a2a,molmim
COc1cc(OC)c2c(NC3CCC3)nc(-c3ccccc3)nc2c1,a2a,molmim
O=C(NC1CCC1)c1nc(-c2c(-c3ccccc3)oc3ccccc23)no1,a2a,molmim
Nc1nc(-c2ccccc2C(F)(F)F)nc2sc(Cc3ccccc3)cc12,a2a,molmim
Nc1nc(-c2cccc(C(F)(F)F)c2)nc2cc(Cc3ccccc3)ccc12,a2a,molmim
Nc1nc(-c2ccc(C(F)(F)F)cc2)nc2cc(Cc3ccccc3)ccc12,a2a,molmim
O=C(Nc1ncnc2scc(Cc3ccccc3)c12)c1cccc(C(F)(F)F)c1,a2a,molmim
FC(F)(F)c1cccc(CNc2nc(Cc3ccccc3)ns2)c1,a2a,molmim
c1ccc(CNc2nc(Cc3ccccc3)nc3scc(-c4ccccc4)c23)cc1,a2a,molmim
N[C@@H](Cc1ccccc1C(F)(F)F)c1ncc2c(-c3ccccc3)csc2n1,a2a,molmim
NCc1nn(-c2ccc(C(F)(F)F)cc2)c(=O)c2ccccc12,a2a,molmim
NC(=O)Cc1ccc(-n2c(N)nc3cc(OCc4ccccc4)ccc3c2=O)cc1,a2a,molmim
NC1(Cc2c[nH]c3cc(-c4ccccc4)ccc23)CCN(Cc2ccccc2)CC1,a2a,molmim
O=c1[nH]cc(S(=O)(=O)Nc2ccccc2Sc2ccccc2)c2ccccc12,a2a,molmim
O=S(=O)(Nc1ccc(Sc2ccccc2)cc1)c1cccc2ccccc12,a2a,molmim
Nc1ccc(NC(=O)c2ccc3c(=O)[nH]c4ccccc4c(=O)c3c2)c(Sc2ccccc2)c1,a2a,molmim
O=C(c1ccccc1)c1cc(S(=O)(=O)N2CCSCC2)ccc1Sc1ccccc1,a2a,molmim
Cn1c(Sc2cccc(C#N)c2)c(-c2ccccc2)c2ccccc2c1=O,a2a,molmim
CSc1ccccc1N[SH]1c2ccccc2C(=O)c2ccccc21,a2a,molmim
O=C(Nc1ccc(Sc2ccccc2)cc1)c1ccc2c(c1)C(=O)N(Cc1ccccn1)C2=O,a2a,molmim
O=C(Nc1ccc(Sc2ccccc2)cc1)c1c[nH]c2ccccc2c1=O,a2a,molmim
O=C(Nc1ccccc1)c1cc(N2C(=O)c3ccccc3C2=O)ccc1S[C@H]1CCSC1,a2a,molmim
O=C(c1cccc(OCc2ccccc2)c1)n1c2ccccc2c(=O)c2ccccc21,a2a,molmim
CSc1nc(SCc2ccc(OCC3CC3)cc2)c(C#N)c(-c2ccc(C#N)cc2)n1,a2a,molmim
N#CSc1nc(-c2ccc(OCC3CC3)cc2)nc(-c2ccccc2)c1C#N,a2a,molmim
N#CSc1nc(-c2ccccc2)nc(-c2ccc(OCC3CC3)cc2)c1C#N,a2a,molmim
N#Cc1cc(NCc2ccc(OCc3ccccc3)cc2)c(C#N)c(SCc2ccccc2)n1,a2a,molmim
Cc1nc(N)nc(SCC#N)c1-c1ccc(OCC2CC2)cc1C#N,a2a,molmim
N#Cc1ccc(-c2nc(SCCOC3CC3)c(C#N)c(-c3ccc(C#N)cc3)n2)cc1,a2a,molmim
N#Cc1ccc(OCc2ccc(Nc3ccc(OCC4CC4)cc3)c(C#N)c2)cc1,a2a,molmim
N#Cc1ccc(OCC(F)(F)F)c(-c2nc(N)nc(SCc3ccccc3)c2C(N)=O)c1,a2a,molmim
N#Cc1ccc(CC(=O)N(Cc2ccccc2OCC(N)=O)C2CC2)cc1,a2a,molmim
N#CCNCc1ccc(NC(=O)C(C2CC2)C2CC2)c(C(F)F)c1,a2a,molmim
CCCCn1c(=O)[nH]c2cc(-c3nc(COc4ccc(NC(C)=O)cc4)cs3)ccc2c1=O,a2a,molmim
CCCCn1c(=O)[nH]c(=O)c2[nH]c(=O)c(-c3ccc(OCCNC(=O)c4ccccc4)cc3)cc21,a2a,molmim
CCCCn1c(=O)c2ccc(Oc3ccc(CNC(C)=O)cc3)cc2n(CC)c1=O,a2a,molmim
CCCCn1c(=O)[nH]c2nc(-c3ccc(C(=O)NC)cc3)ccc21,a2a,molmim
CCCCn1c(=O)c2ccc(C(=O)NCc3ccc(N(C)C)cc3)cc2n(C)c1=O,a2a,molmim
CCCc1c(C)nn2c1c(=O)[nH]c1cc(NC(=O)[C@@H](C)NC(=O)Cc3cccs3)ccc12,a2a,molmim
CCn1c(=O)c2cc(-c3ccc(CN4C(=O)CS[C@H]4c4ccc(O)cc4)cc3)ccc2n(CCCOC)c1=O,a2a,molmim
CCCc1nc2cc(C(=O)OC[C@H](C)NC(=O)c3ccc(N)cc3)[nH]c2c(=O)n1-c1ccc(C)cc1,a2a,molmim
CCCCc1nc(-c2ccc(Cc3ccc([N+](=O)[O-])c(=N)[nH]3)cc2)ccc1C(=O)OCC,a2a,molmim
,a2a,molmim
c1ccc(-c2nc(-c3ccccc3)c3cc(-c4ccccc4)[nH]c3n2)cc1,a2a,molmim
c1ccc(-c2ccc3c(-c4ccccc4)nc(-c4ccccc4)nc3n2)cc1,a2a,molmim
c1ccc(-c2nc(-c3ccccc3)c(-c3ncc[nH]3)c(-c3ccccc3)n2)cc1,a2a,molmim
O=c1[nH]c(/C=C/c2ccccc2)cc2nc(-c3ccccc3)nc(-c3ccccc3)c12,a2a,molmim
COc1ccc(-c2nc(-c3ccccc3)c3[nH]ccc3n2)c(F)c1,a2a,molmim
FC(F)(F)c1ccc(-c2nc(-c3ccccc3)n[nH]2)nc1,a2a,molmim
Clc1cc(-c2ccccc2)c(-c2cnc3ccccc3n2)cn1,a2a,molmim
N#Cc1ccccc1-c1n[nH]c(-c2ccc(Oc3ccccc3)nc2)n1,a2a,molmim
NC(=O)CN(Cc1ccccc1)C(=O)c1cc(-c2ccccc2)c(-c2ccccc2)[nH]1,a2a,molmim
COc1ccc(-c2c(C(=O)NCCc3ccccn3)n[nH]c2-c2ccccc2)cc1,a2a,molmim
COc1ccc(-c2nc(NCc3ccccc3)c3ccccc3n2)cc1,a2a,molmim
CN(C)c1ccc(-n2c(NCc3ccccc3)nc3ccccc32)cc1,a2a,molmim
