UMAP1,UMAP2,Source
7.241422,4.1933537,claude_scaffold
7.0918345,4.25479,claude_scaffold
7.0565023,3.963576,claude_scaffold
7.3043675,4.1858826,claude_scaffold
7.2482295,4.212439,claude_scaffold
7.272195,3.9401853,claude_scaffold
7.1034145,4.2258115,claude_scaffold
7.114931,4.1923327,claude_scaffold
7.2825522,4.1655126,claude_scaffold
7.3939276,4.113041,claude_scaffold
7.300017,4.2052746,claude_scaffold
7.0595565,3.9736671,claude_scaffold
7.2113385,3.8200185,claude_scaffold
7.101802,4.2098184,claude_scaffold
7.330422,4.1117716,claude_scaffold
7.1532536,4.199315,claude_scaffold
6.9268403,4.2231493,claude_scaffold
7.1520977,4.3602347,claude_scaffold
6.5010967,4.592377,claude_scaffold
6.64581,4.541633,claude_scaffold
5.9887285,4.1902523,claude_scaffold
6.3997884,5.005235,claude_scaffold
6.4360814,4.5121427,claude_scaffold
6.759743,4.659718,claude_scaffold
6.2594132,4.3513308,claude_scaffold
6.781285,5.069441,claude_scaffold
6.198986,4.5511518,claude_scaffold
6.3974824,4.5589023,claude_scaffold
7.2120285,4.296784,claude_scaffold
7.299477,3.9807124,claude_scaffold
7.222461,3.9026277,claude_scaffold
7.1124635,4.3962045,claude_scaffold
6.984278,3.9976993,claude_scaffold
7.1499023,4.384839,claude_scaffold
7.0743766,4.144127,claude_scaffold
7.1876225,4.2224197,claude_scaffold
6.939654,4.3073206,claude_scaffold
7.249147,4.360733,claude_scaffold
11.3173485,5.10805,claude_scaffold
9.084834,5.4340734,claude_scaffold
10.598591,3.8526068,claude_scaffold
11.762904,4.668089,claude_scaffold
11.126051,4.903549,claude_scaffold
7.9895515,3.3277478,claude_scaffold
10.571614,5.299427,claude_scaffold
8.808705,5.157785,claude_scaffold
11.793053,5.163042,claude_scaffold
8.938227,5.498106,claude_scaffold
9.992676,4.9759865,claude_scaffold
9.9130125,4.80248,claude_scaffold
9.62834,4.968935,claude_scaffold
9.809679,4.881928,claude_scaffold
8.872791,4.6114297,claude_scaffold
10.702859,5.128385,claude_scaffold
9.350217,4.79728,claude_scaffold
9.901198,5.240165,claude_scaffold
8.852711,4.6479588,claude_scaffold
9.572351,4.8886228,claude_scaffold
9.5804,3.2427094,claude_scaffold
9.555416,3.2562914,claude_scaffold
9.546453,3.2312405,claude_scaffold
9.547271,3.2905176,claude_scaffold
9.551569,3.2968495,claude_scaffold
9.589394,3.2206545,claude_scaffold
9.580605,3.27247,claude_scaffold
9.563582,3.2815542,claude_scaffold
9.569244,3.286038,claude_scaffold
9.616249,2.8772569,claude_scaffold
9.598876,2.8956244,claude_scaffold
9.602866,2.8884492,claude_scaffold
9.6239605,2.9243064,claude_scaffold
9.598121,2.8897893,claude_scaffold
9.612049,2.9712722,claude_scaffold
9.610482,2.9198637,claude_scaffold
9.599417,2.9127064,claude_scaffold
9.584885,2.8669827,claude_scaffold
9.612107,2.8996792,claude_scaffold
10.887985,3.9461288,claude_scaffold
9.672504,1.9807419,claude_scaffold
9.694205,1.9459573,claude_scaffold
9.672308,2.0088468,claude_scaffold
9.690384,1.9420865,claude_scaffold
9.692961,1.9490072,claude_scaffold
9.701537,1.9592463,claude_scaffold
9.673663,2.0071924,claude_scaffold
9.694755,1.9531802,claude_scaffold
9.698568,1.958473,claude_scaffold
9.693586,1.9474853,claude_scaffold
8.378306,6.431057,claude_scaffold
8.535256,7.638949,claude_scaffold
6.7355056,5.155733,claude_scaffold
8.438339,7.4441314,claude_scaffold
8.358857,7.6031632,claude_scaffold
7.828502,6.4556465,claude_scaffold
8.417138,7.6409674,claude_scaffold
9.729711,5.255793,claude_scaffold
8.386087,7.5982685,claude_scaffold
8.640784,4.6932435,claude_scaffold
8.822259,7.195116,claude_scaffold
8.91043,7.2295427,claude_scaffold
9.1411495,7.352497,claude_scaffold
8.195972,7.233684,claude_scaffold
8.991374,7.2303567,claude_scaffold
8.9102125,7.2194896,claude_scaffold
8.856486,7.265498,claude_scaffold
8.906707,7.247908,claude_scaffold
9.084675,7.3157444,claude_scaffold
10.181133,9.097143,claude_scaffold
10.546573,9.765392,claude_scaffold
10.853209,9.784115,claude_scaffold
10.702867,9.765652,claude_scaffold
10.612006,9.830402,claude_scaffold
10.915235,9.813654,claude_scaffold
10.726007,9.727109,claude_scaffold
10.933054,9.61864,claude_scaffold
9.661008,7.6148343,claude_scaffold
9.877613,9.175235,claude_scaffold
9.723898,9.173014,claude_scaffold
10.640573,9.733669,claude_scaffold
10.926448,9.8001175,claude_scaffold
11.2536335,9.629072,claude_scaffold
9.91864,9.056862,claude_scaffold
10.519818,9.962935,claude_scaffold
10.501723,9.013768,claude_scaffold
7.3641806,8.396029,claude_scaffold
8.907554,7.3278136,claude_scaffold
7.31234,8.388955,claude_scaffold
7.3598795,8.336941,claude_scaffold
7.303857,8.29433,claude_scaffold
7.3144965,8.497437,claude_scaffold
7.322621,8.386449,claude_scaffold
7.318441,8.347539,claude_scaffold
7.306939,8.382347,claude_scaffold
7.337585,8.438479,claude_scaffold
5.3917637,5.2186275,claude_scaffold
5.234217,5.4177933,claude_scaffold
6.287993,5.3533645,claude_scaffold
5.3481994,5.4264364,claude_scaffold
5.9824677,5.3333354,claude_scaffold
5.9142804,5.3410263,claude_scaffold
5.154499,5.4400787,claude_scaffold
5.1772704,5.5627112,claude_scaffold
5.1911435,5.5491066,claude_scaffold
5.3781977,5.264129,claude_scaffold
5.2118125,5.302443,claude_scaffold
6.263032,5.3686104,claude_scaffold
5.924425,5.2846203,claude_scaffold
5.1014466,5.570052,claude_scaffold
5.2993975,5.3575625,claude_scaffold
6.5053644,5.3260984,claude_scaffold
5.6134553,5.367358,claude_scaffold
6.448337,5.294214,claude_scaffold
5.2417626,5.514882,claude_scaffold
5.269596,5.113963,claude_scaffold
5.274577,5.4449854,claude_scaffold
6.0366497,5.3522315,claude_scaffold
5.907848,5.3950214,claude_scaffold
5.62656,5.3011794,claude_scaffold
5.718606,5.2128553,claude_scaffold
6.20005,5.3625135,claude_scaffold
5.3450665,5.326927,claude_scaffold
5.2289762,5.385636,claude_scaffold
5.315866,5.2770405,claude_scaffold
5.846417,5.3445926,claude_scaffold
5.008526,5.5509286,claude_scaffold
5.1398416,5.290042,claude_scaffold
5.231104,5.491703,claude_scaffold
5.6019273,5.351445,claude_scaffold
4.827936,5.5278435,claude_scaffold
5.030309,5.363744,claude_scaffold
5.043254,5.457735,claude_scaffold
4.871244,5.487846,claude_scaffold
5.2427115,5.3940616,claude_scaffold
4.852357,5.5291677,claude_scaffold
4.784163,5.5358105,claude_scaffold
5.603152,5.358704,claude_scaffold
4.9058003,5.410551,claude_scaffold
6.2092977,5.335953,claude_scaffold
5.0283513,5.4901953,claude_scaffold
6.2908154,5.3371983,claude_scaffold
5.1162553,5.383054,claude_scaffold
6.1235743,5.388643,claude_scaffold
5.230819,5.590939,claude_scaffold
5.1926985,5.3249063,claude_scaffold
6.3647165,5.5291777,claude_scaffold
6.2986574,5.3922315,claude_scaffold
6.122347,5.3824725,claude_scaffold
5.8394895,5.275854,claude_scaffold
5.2614,5.517178,claude_scaffold
6.4827933,5.2849455,claude_scaffold
5.8917065,5.4142666,claude_scaffold
6.521268,5.2980204,claude_scaffold
11.06237,5.075637,claude_scaffold
8.953759,5.3127394,claude_scaffold
11.164084,5.031279,claude_scaffold
9.687711,5.3083315,claude_scaffold
11.051825,5.082601,claude_scaffold
9.31946,5.325368,claude_scaffold
9.253353,5.079515,claude_scaffold
11.12367,5.143542,claude_scaffold
9.054966,5.138725,claude_scaffold
9.602186,5.209383,claude_scaffold
11.02994,5.2400455,claude_scaffold
10.649972,5.053502,claude_scaffold
9.1905365,5.076072,claude_scaffold
10.653613,5.09897,claude_scaffold
9.727867,5.366289,claude_scaffold
9.958477,5.0622296,claude_scaffold
11.380399,5.294302,claude_scaffold
8.894454,5.0823517,claude_scaffold
10.4845295,5.124333,claude_scaffold
11.047247,5.2426534,claude_scaffold
11.047177,5.1022935,claude_scaffold
9.062212,5.2734547,claude_scaffold
10.877937,5.224975,claude_scaffold
9.716552,5.3103676,claude_scaffold
10.741917,5.038316,claude_scaffold
11.442595,5.28377,claude_scaffold
10.876487,4.8905215,claude_scaffold
11.385454,5.2901716,claude_scaffold
10.625718,4.9758053,claude_scaffold
11.599727,8.38988,claude_scaffold
11.63599,8.440468,claude_scaffold
10.053247,8.822145,claude_scaffold
9.885465,8.326486,claude_scaffold
10.037742,7.987889,claude_scaffold
10.558584,9.761693,claude_scaffold
10.541712,7.6857142,claude_scaffold
10.749206,8.521043,claude_scaffold
10.509242,8.540826,claude_scaffold
9.675327,7.174551,claude_scaffold
11.09069,5.2091656,claude_scaffold
10.687742,5.0660357,claude_scaffold
9.209045,4.521235,claude_scaffold
10.691953,4.9276834,claude_scaffold
10.991582,5.3036013,claude_scaffold
10.534056,4.8655863,claude_scaffold
9.153525,5.471483,claude_scaffold
11.078784,5.2331257,claude_scaffold
9.75102,5.1768675,claude_scaffold
10.485723,4.7540197,claude_scaffold
11.742148,8.310949,claude_scaffold
11.5941725,7.397654,claude_scaffold
8.469874,8.181838,claude_scaffold
10.836142,9.353604,claude_scaffold
10.637558,8.967038,claude_scaffold
10.8126745,8.697945,claude_scaffold
10.760741,7.6410894,claude_scaffold
10.856697,9.372632,claude_scaffold
10.9401455,9.264758,claude_scaffold
11.74708,8.366629,claude_scaffold
10.756121,9.614948,claude_scaffold
11.198499,9.932711,claude_scaffold
11.177297,10.038699,claude_scaffold
10.5533,9.856445,claude_scaffold
11.304078,9.5110445,claude_scaffold
10.551956,9.7221775,claude_scaffold
10.917725,10.129264,claude_scaffold
10.567329,9.744288,claude_scaffold
11.360152,9.846781,claude_scaffold
11.210363,9.896905,claude_scaffold
11.3091955,9.79567,claude_scaffold
11.014235,9.969664,claude_scaffold
11.102318,10.07429,claude_scaffold
10.510192,9.928341,claude_scaffold
11.540568,9.616192,claude_scaffold
11.105491,8.455249,claude_scaffold
10.790477,10.049892,claude_scaffold
11.155644,9.814357,claude_scaffold
10.527836,10.08147,claude_scaffold
11.269307,10.679746,claude_scaffold
11.17622,10.505535,claude_scaffold
11.196069,10.507677,claude_scaffold
11.210351,10.613277,claude_scaffold
11.229324,10.565286,claude_scaffold
11.201951,10.494081,claude_scaffold
10.7203665,10.479944,claude_scaffold
11.225186,10.551905,claude_scaffold
11.292227,10.626955,claude_scaffold
11.293093,10.658819,claude_scaffold
11.162953,10.514119,claude_scaffold
11.223198,10.496263,claude_scaffold
11.213372,10.659062,claude_scaffold
11.209155,10.611578,claude_scaffold
11.031473,10.697428,claude_scaffold
10.673807,7.19987,claude_scaffold
11.368947,7.841171,claude_scaffold
9.774824,6.786659,claude_scaffold
10.881772,7.7348943,claude_scaffold
11.835476,7.825259,claude_scaffold
11.209149,7.8591385,claude_scaffold
11.218077,7.571322,claude_scaffold
11.048969,4.9618726,claude_scaffold
11.333213,7.806212,claude_scaffold
10.902701,7.7526374,claude_scaffold
11.492948,7.874191,claude_scaffold
11.751828,8.323846,claude_scaffold
11.631776,8.371805,claude_scaffold
11.131373,8.479627,claude_scaffold
11.555686,8.310491,claude_scaffold
11.839303,7.943791,claude_scaffold
11.428879,8.417086,claude_scaffold
11.913097,7.885767,claude_scaffold
11.418558,8.4016905,claude_scaffold
11.938024,8.067794,claude_scaffold
11.580712,8.395465,claude_scaffold
11.435147,8.222108,claude_scaffold
11.421363,7.7637053,claude_scaffold
11.139913,8.310791,claude_scaffold
11.238317,7.9718018,claude_scaffold
11.297968,7.9034586,claude_scaffold
11.4676285,7.9641833,claude_scaffold
9.910701,9.090258,claude_scaffold
11.735084,7.9160438,claude_scaffold
11.598517,7.291876,claude_scaffold
11.0209255,7.8909354,claude_scaffold
11.172106,7.977192,claude_scaffold
9.780352,4.935965,claude_scaffold
10.776196,7.9114943,claude_scaffold
11.849663,7.7700114,claude_scaffold
10.586164,7.8425198,claude_scaffold
10.693134,7.894074,claude_scaffold
11.014714,7.843587,claude_scaffold
10.873784,7.7460074,claude_scaffold
10.69168,7.8567615,claude_scaffold
11.312569,7.796329,claude_scaffold
11.911375,8.427549,claude_scaffold
11.27461,8.318948,claude_scaffold
7.060864,4.1023183,claude_scaffold
11.938209,8.350152,claude_scaffold
11.823924,8.424511,claude_scaffold
11.283207,8.502037,claude_scaffold
12.000862,8.375558,claude_scaffold
12.009623,8.171643,claude_scaffold
11.83928,8.417604,claude_scaffold
11.908345,8.422496,claude_scaffold
12.005357,8.295668,claude_scaffold
12.020211,8.05841,claude_scaffold
11.835505,8.31433,claude_scaffold
11.145307,8.286728,claude_scaffold
12.152488,8.094179,claude_scaffold
12.140374,8.066362,claude_scaffold
11.970732,8.213643,claude_scaffold
11.558925,8.261412,claude_scaffold
12.079356,8.120062,claude_scaffold
11.785432,8.460178,claude_scaffold
11.934105,8.152656,claude_scaffold
11.512843,8.438173,claude_scaffold
11.877854,8.140449,claude_scaffold
8.313502,3.74761,claude_scaffold
11.845439,8.483748,claude_scaffold
11.457583,8.389617,claude_scaffold
11.938865,8.246846,claude_scaffold
11.673794,8.073778,claude_scaffold
11.614349,8.425614,claude_scaffold
11.516186,8.231432,claude_scaffold
11.3359375,8.321082,claude_scaffold
11.556486,8.347259,claude_scaffold
11.612081,8.325677,claude_scaffold
11.65224,8.394281,claude_scaffold
11.641687,8.456616,claude_scaffold
11.653751,8.450038,claude_scaffold
11.3985,8.109195,claude_scaffold
11.670548,8.278547,claude_scaffold
11.140547,8.243736,claude_scaffold
11.535782,8.244185,claude_scaffold
11.6228285,8.148984,claude_scaffold
11.656717,8.332078,claude_scaffold
11.159484,8.340788,claude_scaffold
11.932605,8.87265,claude_scaffold
11.938534,8.940958,claude_scaffold
11.930438,8.823394,claude_scaffold
11.992539,9.024983,claude_scaffold
12.040753,8.984999,claude_scaffold
12.051041,8.981308,claude_scaffold
11.997932,8.926214,claude_scaffold
12.034858,8.988904,claude_scaffold
11.922839,8.841529,claude_scaffold
9.332924,6.875035,claude_scaffold
10.897208,9.057503,claude_scaffold
10.843185,9.293042,claude_scaffold
10.876211,9.204462,claude_scaffold
10.789419,8.4568,claude_scaffold
10.872153,9.045924,claude_scaffold
9.864614,7.4481244,claude_scaffold
10.8545065,9.478871,claude_scaffold
9.300026,6.896275,claude_scaffold
11.201925,9.828748,claude_scaffold
10.664764,9.886432,claude_scaffold
10.880104,9.337165,claude_scaffold
10.513706,10.007352,claude_scaffold
11.232557,10.048087,claude_scaffold
11.220977,9.915162,claude_scaffold
11.356659,9.510047,claude_scaffold
10.982321,10.064867,claude_scaffold
11.087545,9.921647,claude_scaffold
11.00524,9.964046,claude_scaffold
10.5289,8.9818,claude_scaffold
10.495246,10.051137,claude_scaffold
9.142621,5.999379,claude_scaffold
10.3590355,8.882364,claude_scaffold
10.631925,8.756592,claude_scaffold
10.321528,8.857767,claude_scaffold
10.4434,8.995373,claude_scaffold
9.328143,5.939486,claude_scaffold
11.011593,9.897286,claude_scaffold
10.307457,8.913757,claude_scaffold
9.877708,5.370432,claude_scaffold
10.0737,5.3136888,claude_scaffold
9.696448,5.60025,claude_scaffold
10.570863,5.320384,claude_scaffold
9.870919,5.523999,claude_scaffold
9.6636715,5.5467854,claude_scaffold
9.536522,5.572128,claude_scaffold
9.786419,5.4984617,claude_scaffold
9.791561,5.4263635,claude_scaffold
9.642872,5.5960207,claude_scaffold
11.023216,5.2890515,claude_scaffold
8.728952,5.2643914,claude_scaffold
11.186053,4.496205,claude_scaffold
9.219817,5.2603483,claude_scaffold
9.062786,4.8375583,claude_scaffold
9.359703,5.003425,claude_scaffold
9.447325,5.399884,claude_scaffold
10.343615,5.035086,claude_scaffold
9.676689,5.3319206,claude_scaffold
8.914783,5.182161,claude_scaffold
9.447796,5.018619,claude_scaffold
9.59391,5.3088927,claude_scaffold
9.955161,5.1844087,claude_scaffold
9.66628,5.4906793,claude_scaffold
9.948717,4.7170177,claude_scaffold
9.116653,5.476,claude_scaffold
9.769089,5.211419,claude_scaffold
9.02123,4.8634896,claude_scaffold
9.968622,5.2009377,claude_scaffold
9.694482,5.418143,claude_scaffold
10.941459,4.8407497,claude_scaffold
10.615191,4.8136334,claude_scaffold
10.377311,4.703994,claude_scaffold
10.341441,4.741527,claude_scaffold
11.239464,4.7711143,claude_scaffold
10.979035,5.115623,claude_scaffold
11.230244,4.5108852,claude_scaffold
11.240727,4.563304,claude_scaffold
10.841473,4.1485085,claude_scaffold
11.152732,4.2568345,claude_scaffold
10.829133,4.374029,claude_scaffold
9.119679,5.239364,claude_scaffold
10.543771,4.8499784,claude_scaffold
9.704053,4.62694,claude_scaffold
11.529913,4.921674,claude_scaffold
9.031728,5.3670006,claude_scaffold
11.39601,4.7539773,claude_scaffold
9.419441,5.0093055,claude_scaffold
9.086371,5.1076064,claude_scaffold
10.861358,4.340325,claude_scaffold
10.948225,4.154071,claude_scaffold
10.855311,4.4141116,claude_scaffold
10.563712,4.4453955,claude_scaffold
11.278547,4.5140724,claude_scaffold
11.131071,4.3408995,claude_scaffold
11.343438,4.3709817,claude_scaffold
11.219787,4.343237,claude_scaffold
11.279253,4.9762287,claude_scaffold
11.227171,4.523639,claude_scaffold
11.063371,5.286306,claude_scaffold
10.744646,5.169958,claude_scaffold
9.722442,5.172667,claude_scaffold
9.372363,5.5190535,claude_scaffold
10.537777,5.212586,claude_scaffold
11.017338,5.2916884,claude_scaffold
10.461894,5.3434854,claude_scaffold
11.080258,5.231447,claude_scaffold
10.25396,5.223447,claude_scaffold
10.605381,5.2347035,claude_scaffold
11.37858,5.7566957,claude_scaffold
10.909117,5.2416835,claude_scaffold
9.839526,5.163764,claude_scaffold
11.055007,5.041249,claude_scaffold
10.475706,5.384702,claude_scaffold
11.207987,5.435722,claude_scaffold
9.259139,5.2708263,claude_scaffold
10.681948,4.8805017,claude_scaffold
10.82553,5.41381,claude_scaffold
11.097115,5.1476674,claude_scaffold
10.957608,4.393084,claude_scaffold
9.856339,5.2630725,claude_scaffold
11.101985,4.5008388,claude_scaffold
8.912788,5.390171,claude_scaffold
10.146629,5.24603,claude_scaffold
9.859884,4.8257256,claude_scaffold
9.749063,5.112496,claude_scaffold
9.88873,5.205397,claude_scaffold
11.165022,4.691043,claude_scaffold
9.938614,5.196119,claude_scaffold
9.078528,4.569542,claude_scaffold
8.984349,4.578735,claude_scaffold
8.987787,4.9739227,claude_scaffold
9.458278,4.4243646,claude_scaffold
9.307901,4.686862,claude_scaffold
9.409313,4.65754,claude_scaffold
9.358235,4.539101,claude_scaffold
9.074936,4.6598186,claude_scaffold
8.955866,4.7639513,claude_scaffold
9.279517,4.5337954,claude_scaffold
9.100503,4.658145,claude_scaffold
9.247771,4.7396903,claude_scaffold
9.350883,5.31298,claude_scaffold
9.095191,4.708331,claude_scaffold
9.173988,4.589509,claude_scaffold
8.951709,4.774565,claude_scaffold
8.919192,4.7924356,claude_scaffold
9.05305,4.690677,claude_scaffold
9.034844,4.687662,claude_scaffold
8.959949,4.9551463,claude_scaffold
9.684288,4.674673,claude_scaffold
9.24101,4.9658437,claude_scaffold
9.167305,8.028539,claude_scaffold
9.263533,8.105895,claude_scaffold
9.182611,8.055184,claude_scaffold
9.218794,8.081953,claude_scaffold
9.216568,8.132149,claude_scaffold
9.138496,8.010116,claude_scaffold
9.03211,8.083102,claude_scaffold
8.846214,7.826461,claude_scaffold
9.098548,7.9357424,claude_scaffold
9.018277,7.9538326,claude_scaffold
10.798735,7.0141554,claude_scaffold
9.274242,8.008474,claude_scaffold
8.615327,7.457562,claude_scaffold
9.315651,8.064538,claude_scaffold
9.250549,8.08796,claude_scaffold
10.65186,9.764135,claude_scaffold
10.493597,9.871505,claude_scaffold
9.708043,9.647514,claude_scaffold
10.848349,9.889763,claude_scaffold
9.941279,9.0947075,claude_scaffold
10.5084095,9.967913,claude_scaffold
10.66353,9.841053,claude_scaffold
10.827673,9.839891,claude_scaffold
10.804168,9.827635,claude_scaffold
10.744779,9.839882,claude_scaffold
9.775891,9.610849,claude_scaffold
10.197173,9.86352,claude_scaffold
9.765006,9.623763,claude_scaffold
10.530825,10.0544615,claude_scaffold
9.850634,9.6615925,claude_scaffold
9.882475,9.593139,claude_scaffold
9.75112,9.644414,claude_scaffold
9.859286,9.660201,claude_scaffold
10.585033,9.717281,claude_scaffold
10.74812,9.921211,claude_scaffold
9.951488,9.616411,claude_scaffold
10.736499,9.741373,claude_scaffold
10.467999,10.051789,claude_scaffold
10.671093,9.770706,claude_scaffold
10.36976,9.962208,claude_scaffold
10.194607,9.551938,claude_scaffold
10.615744,9.773293,claude_scaffold
10.065909,9.82035,claude_scaffold
8.567011,7.86437,claude_scaffold
8.754562,8.169601,claude_scaffold
8.574653,7.8641644,claude_scaffold
8.534525,7.7457666,claude_scaffold
8.609231,7.681987,claude_scaffold
8.594537,7.606938,claude_scaffold
8.510672,7.778887,claude_scaffold
